PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeGroup,HasCabin,Deck,FareIsZero,FareCapped,FareLog,FamilySize,IsAlone
489,0,3,male,30.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
490,1,3,male,9.0,1,1,15.9,S,Master,Child,0,Unknown,0,15.9,2.8273136219290276,3,0
491,0,3,male,26.0,1,0,19.9667,S,Mr,Young Adult,0,Unknown,0,19.9667,3.0429354648621407,2,0
492,0,3,male,21.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
493,0,1,male,55.0,0,0,30.5,S,Mr,Adult,1,C,0,30.5,3.449987545831587,1,1
494,0,1,male,71.0,0,0,49.5042,C,Mr,Senior,0,Unknown,0,49.5042,3.922056501139853,1,1
495,0,3,male,21.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
496,0,3,male,26.0,0,0,14.4583,C,Mr,Young Adult,0,Unknown,0,14.4583,2.738146075922933,1,1
497,1,1,female,54.0,1,0,78.2667,C,Miss,Adult,1,D,0,65.6344,4.37281811610993,2,0
498,0,3,male,26.0,0,0,15.1,S,Mr,Young Adult,0,Unknown,0,15.1,2.7788192719904172,1,1
499,0,1,female,25.0,1,2,151.55,S,Mrs,Young Adult,1,C,0,65.6344,5.027492411162679,4,0
500,0,3,male,24.0,0,0,7.7958,S,Mr,Young Adult,0,Unknown,0,7.7958,2.174274334826008,1,1
501,0,3,male,17.0,0,0,8.6625,S,Mr,Teen,0,Unknown,0,8.6625,2.2682524139135403,1,1
502,0,3,female,21.0,0,0,7.75,Q,Miss,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
503,0,3,female,18.0,0,0,7.6292,Q,Miss,Teen,0,Unknown,0,7.6292,2.155151800914312,1,1
504,0,3,female,37.0,0,0,9.5875,S,Miss,Adult,0,Unknown,0,9.5875,2.3596740599781727,1,1
505,1,1,female,16.0,0,0,86.5,S,Miss,Teen,1,B,0,65.6344,4.471638793363569,1,1
506,0,1,male,18.0,1,0,108.9,C,Mr,Teen,1,C,0,65.6344,4.699570861409576,2,0
507,1,2,female,33.0,0,2,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,3,0
508,1,1,male,40.0,0,0,26.55,S,Mr,Adult,0,Unknown,0,26.55,3.3160025355989236,1,1
509,0,3,male,28.0,0,0,22.525,S,Mr,Young Adult,0,Unknown,0,22.525,3.1580636854714434,1,1
510,1,3,male,26.0,0,0,56.4958,S,Mr,Young Adult,0,Unknown,0,56.4958,4.05171190165724,1,1
511,1,3,male,29.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
512,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
513,1,1,male,36.0,0,0,26.2875,S,Mr,Adult,1,E,0,26.2875,3.3064287218760624,1,1
514,1,1,female,54.0,1,0,59.4,C,Mrs,Adult,0,Unknown,0,59.4,4.100989104940769,2,0
515,0,3,male,24.0,0,0,7.4958,S,Mr,Young Adult,0,Unknown,0,7.4958,2.139571923732859,1,1
516,0,1,male,47.0,0,0,34.0208,S,Mr,Adult,1,D,0,34.0208,3.5559421706858756,1,1
517,1,2,female,34.0,0,0,10.5,S,Mrs,Young Adult,1,F,0,10.5,2.4423470353692043,1,1
518,0,3,male,26.0,0,0,24.15,Q,Mr,Young Adult,0,Unknown,0,24.15,3.224857896545748,1,1
519,1,2,female,36.0,1,0,26.0,S,Mrs,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
520,0,3,male,32.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
521,1,1,female,30.0,0,0,93.5,S,Miss,Young Adult,1,B,0,65.6344,4.548599834499697,1,1
522,0,3,male,22.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
523,0,3,male,26.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
524,1,1,female,44.0,0,1,57.9792,C,Mrs,Adult,1,B,0,57.9792,4.077184839375167,2,0
525,0,3,male,26.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
526,0,3,male,40.5,0,0,7.75,Q,Mr,Adult,0,Unknown,0,7.75,2.169053700369523,1,1
527,1,2,female,50.0,0,0,10.5,S,Miss,Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
528,0,1,male,40.0,0,0,221.7792,S,Mr,Adult,1,C,0,65.6344,5.406181146423973,1,1
529,0,3,male,39.0,0,0,7.925,S,Mr,Adult,0,Unknown,0,7.925,2.188856327665703,1,1
530,0,2,male,23.0,2,1,11.5,S,Mr,Young Adult,0,Unknown,0,11.5,2.5257286443082556,4,0
531,1,2,female,2.0,1,1,26.0,S,Miss,Child,0,Unknown,0,26.0,3.295836866004329,3,0
532,0,3,male,26.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
533,0,3,male,17.0,1,1,7.2292,C,Mr,Teen,0,Unknown,0,7.2292,2.1076888046179385,3,0
534,1,3,female,31.0,0,2,22.3583,C,Mrs,Young Adult,0,Unknown,0,22.3583,3.1509523813392697,3,0
535,0,3,female,30.0,0,0,8.6625,S,Miss,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
536,1,2,female,7.0,0,2,26.25,S,Miss,Child,0,Unknown,0,26.25,3.305053521109253,3,0
537,0,1,male,45.0,0,0,26.55,S,Rare,Adult,1,B,0,26.55,3.3160025355989236,1,1
538,1,1,female,30.0,0,0,106.425,C,Miss,Young Adult,0,Unknown,0,65.6344,4.676792929661059,1,1
539,0,3,male,26.0,0,0,14.5,S,Mr,Young Adult,0,Unknown,0,14.5,2.740840023925201,1,1
540,1,1,female,22.0,0,2,49.5,C,Miss,Young Adult,1,B,0,49.5,3.9219733362813143,3,0
541,1,1,female,36.0,0,2,71.0,S,Miss,Adult,1,B,0,65.6344,4.276666119016055,3,0
542,0,3,female,9.0,4,2,31.275,S,Miss,Child,0,Unknown,0,31.275,3.4742929367327062,7,0
543,0,3,female,11.0,4,2,31.275,S,Miss,Child,0,Unknown,0,31.275,3.4742929367327062,7,0
544,1,2,male,32.0,1,0,26.0,S,Mr,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
545,0,1,male,50.0,1,0,106.425,C,Mr,Adult,1,C,0,65.6344,4.676792929661059,2,0
546,0,1,male,64.0,0,0,26.0,S,Mr,Senior,0,Unknown,0,26.0,3.295836866004329,1,1
547,1,2,female,19.0,1,0,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
548,1,2,male,31.0,0,0,13.8625,C,Mr,Young Adult,0,Unknown,0,13.8625,2.6988412620169004,1,1
549,0,3,male,33.0,1,1,20.525,S,Mr,Young Adult,0,Unknown,0,20.525,3.0692150503137943,3,0
550,1,2,male,8.0,1,1,36.75,S,Master,Child,0,Unknown,0,36.75,3.6309854756950335,3,0
551,1,1,male,17.0,0,2,110.8833,C,Mr,Teen,1,C,0,65.6344,4.717456363787216,3,0
552,0,2,male,27.0,0,0,26.0,S,Mr,Young Adult,0,Unknown,0,26.0,3.295836866004329,1,1
553,0,3,male,26.0,0,0,7.8292,Q,Mr,Young Adult,0,Unknown,0,7.8292,2.17806441028492,1,1
554,1,3,male,22.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
555,1,3,female,22.0,0,0,7.775,S,Miss,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
556,0,1,male,62.0,0,0,26.55,S,Mr,Senior,0,Unknown,0,26.55,3.3160025355989236,1,1
557,1,1,female,48.0,1,0,39.6,C,Rare,Adult,1,A,0,39.6,3.703768066607687,2,0
558,0,1,male,40.0,0,0,227.525,C,Mr,Adult,0,Unknown,0,65.6344,5.4316456135398825,1,1
559,1,1,female,39.0,1,1,79.65,S,Mrs,Adult,1,E,0,65.6344,4.390118804571218,3,0
560,1,3,female,36.0,1,0,17.4,S,Mrs,Adult,0,Unknown,0,17.4,2.91235066461494,2,0
561,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
562,0,3,male,40.0,0,0,7.8958,S,Mr,Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
563,0,2,male,28.0,0,0,13.5,S,Mr,Young Adult,0,Unknown,0,13.5,2.6741486494265287,1,1
564,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
565,0,3,female,18.0,0,0,8.05,S,Miss,Teen,0,Unknown,0,8.05,2.2027647577118348,1,1
566,0,3,male,24.0,2,0,24.15,S,Mr,Young Adult,0,Unknown,0,24.15,3.224857896545748,3,0
567,0,3,male,19.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
568,0,3,female,29.0,0,4,21.075,S,Mrs,Young Adult,0,Unknown,0,21.075,3.0944457464900235,5,0
569,0,3,male,26.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
570,1,3,male,32.0,0,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
571,1,2,male,62.0,0,0,10.5,S,Mr,Senior,0,Unknown,0,10.5,2.4423470353692043,1,1
572,1,1,female,53.0,2,0,51.4792,S,Mrs,Adult,1,C,0,51.4792,3.960416900617205,3,0
573,1,1,male,36.0,0,0,26.3875,S,Mr,Adult,1,E,0,26.3875,3.3100867049215847,1,1
574,1,3,female,18.0,0,0,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
575,0,3,male,16.0,0,0,8.05,S,Mr,Teen,0,Unknown,0,8.05,2.2027647577118348,1,1
576,0,3,male,19.0,0,0,14.5,S,Mr,Young Adult,0,Unknown,0,14.5,2.740840023925201,1,1
577,1,2,female,34.0,0,0,13.0,S,Miss,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
578,1,1,female,39.0,1,0,55.9,S,Mrs,Adult,1,E,0,55.9,4.041295341132285,2,0
579,0,3,female,31.0,1,0,14.4583,C,Mrs,Young Adult,0,Unknown,0,14.4583,2.738146075922933,2,0
580,1,3,male,32.0,0,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
581,1,2,female,25.0,1,1,30.0,S,Miss,Young Adult,0,Unknown,0,30.0,3.4339872044851463,3,0
582,1,1,female,39.0,1,1,110.8833,C,Mrs,Adult,1,C,0,65.6344,4.717456363787216,3,0
583,0,2,male,54.0,0,0,26.0,S,Mr,Adult,0,Unknown,0,26.0,3.295836866004329,1,1
584,0,1,male,36.0,0,0,40.125,C,Mr,Adult,1,A,0,40.125,3.716616209085536,1,1
585,0,3,male,26.0,0,0,8.7125,C,Mr,Young Adult,0,Unknown,0,8.7125,2.2734137156937657,1,1
586,1,1,female,18.0,0,2,79.65,S,Miss,Teen,1,E,0,65.6344,4.390118804571218,3,0
587,0,2,male,47.0,0,0,15.0,S,Mr,Adult,0,Unknown,0,15.0,2.772588722239781,1,1
588,1,1,male,60.0,1,1,79.2,C,Mr,Adult,1,B,0,65.6344,4.384523514872469,3,0
589,0,3,male,22.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
590,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
591,0,3,male,35.0,0,0,7.125,S,Mr,Young Adult,0,Unknown,0,7.125,2.094945728215801,1,1
592,1,1,female,52.0,1,0,78.2667,C,Mrs,Adult,1,D,0,65.6344,4.37281811610993,2,0
593,0,3,male,47.0,0,0,7.25,S,Mr,Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
594,0,3,female,18.0,0,2,7.75,Q,Miss,Teen,0,Unknown,0,7.75,2.169053700369523,3,0
595,0,2,male,37.0,1,0,26.0,S,Mr,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
596,0,3,male,36.0,1,1,24.15,S,Mr,Adult,0,Unknown,0,24.15,3.224857896545748,3,0
597,1,2,female,24.0,0,0,33.0,S,Miss,Young Adult,0,Unknown,0,33.0,3.5263605246161616,1,1
598,0,3,male,49.0,0,0,0.0,S,Mr,Adult,0,Unknown,1,0.0,0.0,1,1
599,0,3,male,26.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
600,1,1,male,49.0,1,0,56.9292,C,Rare,Adult,1,A,0,56.9292,4.0592215752427645,2,0
601,1,2,female,24.0,2,1,27.0,S,Mrs,Young Adult,0,Unknown,0,27.0,3.332204510175204,4,0
602,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
603,0,1,male,40.0,0,0,42.4,S,Mr,Adult,0,Unknown,0,42.4,3.770459441106359,1,1
604,0,3,male,44.0,0,0,8.05,S,Mr,Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
605,1,1,male,35.0,0,0,26.55,C,Mr,Young Adult,0,Unknown,0,26.55,3.3160025355989236,1,1
606,0,3,male,36.0,1,0,15.55,S,Mr,Adult,0,Unknown,0,15.55,2.806386101823072,2,0
607,0,3,male,30.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
608,1,1,male,27.0,0,0,30.5,S,Mr,Young Adult,0,Unknown,0,30.5,3.449987545831587,1,1
609,1,2,female,22.0,1,2,41.5792,C,Mrs,Young Adult,0,Unknown,0,41.5792,3.7513658711253766,4,0
610,1,1,female,40.0,0,0,153.4625,S,Miss,Adult,1,C,0,65.6344,5.039951348430309,1,1
611,0,3,female,39.0,1,5,31.275,S,Mrs,Adult,0,Unknown,0,31.275,3.4742929367327062,7,0
612,0,3,male,26.0,0,0,7.05,S,Mr,Young Adult,0,Unknown,0,7.05,2.0856720914304723,1,1
613,1,3,female,18.0,1,0,15.5,Q,Miss,Teen,0,Unknown,0,15.5,2.803360380906535,2,0
614,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
615,0,3,male,35.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
616,1,2,female,24.0,1,2,65.0,S,Miss,Young Adult,0,Unknown,0,65.0,4.189654742026425,4,0
617,0,3,male,34.0,1,1,14.4,S,Mr,Young Adult,0,Unknown,0,14.4,2.7343675094195836,3,0
618,0,3,female,26.0,1,0,16.1,S,Mrs,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
619,1,2,female,4.0,2,1,39.0,S,Miss,Child,1,F,0,39.0,3.6888794541139363,4,0
620,0,2,male,26.0,0,0,10.5,S,Mr,Young Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
621,0,3,male,27.0,1,0,14.4542,C,Mr,Young Adult,0,Unknown,0,14.4542,2.737880811060884,2,0
622,1,1,male,42.0,1,0,52.5542,S,Mr,Adult,1,D,0,52.5542,3.9806942251907276,2,0
623,1,3,male,20.0,1,1,15.7417,C,Mr,Young Adult,0,Unknown,0,15.7417,2.817902613071225,3,0
624,0,3,male,21.0,0,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
625,0,3,male,21.0,0,0,16.1,S,Mr,Young Adult,0,Unknown,0,16.1,2.8390784635086144,1,1
626,0,1,male,61.0,0,0,32.3208,S,Mr,Senior,1,D,0,32.3208,3.5061818266142577,1,1
627,0,2,male,57.0,0,0,12.35,Q,Rare,Adult,0,Unknown,0,12.35,2.5915163848462583,1,1
628,1,1,female,21.0,0,0,77.9583,S,Miss,Young Adult,1,D,0,65.6344,4.368919865004903,1,1
629,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
630,0,3,male,26.0,0,0,7.7333,Q,Mr,Young Adult,0,Unknown,0,7.7333,2.167143305297764,1,1
631,1,1,male,80.0,0,0,30.0,S,Mr,Senior,1,A,0,30.0,3.4339872044851463,1,1
632,0,3,male,51.0,0,0,7.0542,S,Mr,Adult,0,Unknown,0,7.0542,2.086193694502369,1,1
633,1,1,male,32.0,0,0,30.5,C,Rare,Young Adult,1,B,0,30.5,3.449987545831587,1,1
634,0,1,male,40.0,0,0,0.0,S,Mr,Adult,0,Unknown,1,0.0,0.0,1,1
635,0,3,female,9.0,3,2,27.9,S,Miss,Child,0,Unknown,0,27.9,3.3638415951183864,6,0
636,1,2,female,28.0,0,0,13.0,S,Miss,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
637,0,3,male,32.0,0,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
638,0,2,male,31.0,1,1,26.25,S,Mr,Young Adult,0,Unknown,0,26.25,3.305053521109253,3,0
639,0,3,female,41.0,0,5,39.6875,S,Mrs,Adult,0,Unknown,0,39.6875,3.705920919968788,6,0
640,0,3,male,26.0,1,0,16.1,S,Mr,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
641,0,3,male,20.0,0,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
642,1,1,female,24.0,0,0,69.3,C,Miss,Young Adult,1,B,0,65.6344,4.252771798816619,1,1
643,0,3,female,2.0,3,2,27.9,S,Miss,Child,0,Unknown,0,27.9,3.3638415951183864,6,0
644,1,3,male,26.0,0,0,56.4958,S,Mr,Young Adult,0,Unknown,0,56.4958,4.05171190165724,1,1
645,1,3,female,0.75,2,1,19.2583,C,Miss,Child,0,Unknown,0,19.2583,3.0085645861193133,4,0
646,1,1,male,48.0,1,0,76.7292,C,Mr,Adult,1,D,0,65.6344,4.353230991152628,2,0
647,0,3,male,19.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
648,1,1,male,56.0,0,0,35.5,C,Rare,Adult,1,A,0,35.5,3.597312260588446,1,1
649,0,3,male,26.0,0,0,7.55,S,Mr,Young Adult,0,Unknown,0,7.55,2.145931282948669,1,1
650,1,3,female,23.0,0,0,7.55,S,Miss,Young Adult,0,Unknown,0,7.55,2.145931282948669,1,1
651,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
652,1,2,female,18.0,0,1,23.0,S,Miss,Teen,0,Unknown,0,23.0,3.1780538303479458,2,0
653,0,3,male,21.0,0,0,8.4333,S,Mr,Young Adult,0,Unknown,0,8.4333,2.2442459824059346,1,1
654,1,3,female,18.0,0,0,7.8292,Q,Miss,Teen,0,Unknown,0,7.8292,2.17806441028492,1,1
655,0,3,female,18.0,0,0,6.75,Q,Miss,Teen,0,Unknown,0,6.75,2.0476928433652555,1,1
656,0,2,male,24.0,2,0,73.5,S,Mr,Young Adult,0,Unknown,0,65.6344,4.310799125385514,3,0
657,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
658,0,3,female,32.0,1,1,15.5,Q,Mrs,Young Adult,0,Unknown,0,15.5,2.803360380906535,3,0
659,0,2,male,23.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
660,0,1,male,58.0,0,2,113.275,C,Mr,Adult,1,D,0,65.6344,4.738607824217808,3,0
661,1,1,male,50.0,2,0,133.65,S,Rare,Adult,0,Unknown,0,65.6344,4.902678819257608,3,0
662,0,3,male,40.0,0,0,7.225,C,Mr,Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
663,0,1,male,47.0,0,0,25.5875,S,Mr,Adult,1,E,0,25.5875,3.2804411805263554,1,1
664,0,3,male,36.0,0,0,7.4958,S,Mr,Adult,0,Unknown,0,7.4958,2.139571923732859,1,1
665,1,3,male,20.0,1,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,2,0
666,0,2,male,32.0,2,0,73.5,S,Mr,Young Adult,0,Unknown,0,65.6344,4.310799125385514,3,0
667,0,2,male,25.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
668,0,3,male,26.0,0,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
669,0,3,male,43.0,0,0,8.05,S,Mr,Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
670,1,1,female,40.0,1,0,52.0,S,Mrs,Adult,1,C,0,52.0,3.970291913552122,2,0
671,1,2,female,40.0,1,1,39.0,S,Mrs,Adult,0,Unknown,0,39.0,3.6888794541139363,3,0
672,0,1,male,31.0,1,0,52.0,S,Mr,Young Adult,1,B,0,52.0,3.970291913552122,2,0
673,0,2,male,70.0,0,0,10.5,S,Mr,Senior,0,Unknown,0,10.5,2.4423470353692043,1,1
674,1,2,male,31.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
675,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
676,0,3,male,18.0,0,0,7.775,S,Mr,Teen,0,Unknown,0,7.775,2.1719067693519296,1,1
677,0,3,male,24.5,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
678,1,3,female,18.0,0,0,9.8417,S,Miss,Teen,0,Unknown,0,9.8417,2.3833998102837652,1,1
679,0,3,female,43.0,1,6,46.9,S,Mrs,Adult,0,Unknown,0,46.9,3.8691155044168695,8,0
680,1,1,male,36.0,0,1,512.3292,C,Mr,Adult,1,B,0,65.6344,6.240917354759096,2,0
681,0,3,female,18.0,0,0,8.1375,Q,Miss,Teen,0,Unknown,0,8.1375,2.212386825075897,1,1
682,1,1,male,27.0,0,0,76.7292,C,Mr,Young Adult,1,D,0,65.6344,4.353230991152628,1,1
683,0,3,male,20.0,0,0,9.225,S,Mr,Young Adult,0,Unknown,0,9.225,2.3248357019288655,1,1
684,0,3,male,14.0,5,2,46.9,S,Mr,Teen,0,Unknown,0,46.9,3.8691155044168695,8,0
685,0,2,male,60.0,1,1,39.0,S,Mr,Adult,0,Unknown,0,39.0,3.6888794541139363,3,0
686,0,2,male,25.0,1,2,41.5792,C,Mr,Young Adult,0,Unknown,0,41.5792,3.7513658711253766,4,0
687,0,3,male,14.0,4,1,39.6875,S,Mr,Teen,0,Unknown,0,39.6875,3.705920919968788,6,0
688,0,3,male,19.0,0,0,10.1708,S,Mr,Young Adult,0,Unknown,0,10.1708,2.4133032309283076,1,1
689,0,3,male,18.0,0,0,7.7958,S,Mr,Teen,0,Unknown,0,7.7958,2.174274334826008,1,1
690,1,1,female,15.0,0,1,211.3375,S,Miss,Teen,1,B,0,65.6344,5.35817698994543,2,0
691,1,1,male,31.0,1,0,57.0,S,Mr,Young Adult,1,B,0,57.0,4.060443010546419,2,0
692,1,3,female,4.0,0,1,13.4167,C,Miss,Child,0,Unknown,0,13.4167,2.668387256845834,2,0
693,1,3,male,26.0,0,0,56.4958,S,Mr,Young Adult,0,Unknown,0,56.4958,4.05171190165724,1,1
694,0,3,male,25.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
695,0,1,male,60.0,0,0,26.55,S,Rare,Adult,0,Unknown,0,26.55,3.3160025355989236,1,1
696,0,2,male,52.0,0,0,13.5,S,Mr,Adult,0,Unknown,0,13.5,2.6741486494265287,1,1
697,0,3,male,44.0,0,0,8.05,S,Mr,Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
698,1,3,female,18.0,0,0,7.7333,Q,Miss,Teen,0,Unknown,0,7.7333,2.167143305297764,1,1
699,0,1,male,49.0,1,1,110.8833,C,Mr,Adult,1,C,0,65.6344,4.717456363787216,3,0
700,0,3,male,42.0,0,0,7.65,S,Mr,Adult,1,F,0,7.65,2.157559320943788,1,1
701,1,1,female,18.0,1,0,227.525,C,Mrs,Teen,1,C,0,65.6344,5.4316456135398825,2,0
702,1,1,male,35.0,0,0,26.2875,S,Mr,Young Adult,1,E,0,26.2875,3.3064287218760624,1,1
703,0,3,female,18.0,0,1,14.4542,C,Miss,Teen,0,Unknown,0,14.4542,2.737880811060884,2,0
704,0,3,male,25.0,0,0,7.7417,Q,Mr,Young Adult,0,Unknown,0,7.7417,2.1681046787623672,1,1
705,0,3,male,26.0,1,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,2,0
706,0,2,male,39.0,0,0,26.0,S,Mr,Adult,0,Unknown,0,26.0,3.295836866004329,1,1
707,1,2,female,45.0,0,0,13.5,S,Mrs,Adult,0,Unknown,0,13.5,2.6741486494265287,1,1
708,1,1,male,42.0,0,0,26.2875,S,Mr,Adult,1,E,0,26.2875,3.3064287218760624,1,1
709,1,1,female,22.0,0,0,151.55,S,Miss,Young Adult,0,Unknown,0,65.6344,5.027492411162679,1,1
710,1,3,male,4.0,1,1,15.2458,C,Master,Child,0,Unknown,0,15.2458,2.7878344138303452,3,0
711,1,1,female,24.0,0,0,49.5042,C,Miss,Young Adult,1,C,0,49.5042,3.922056501139853,1,1
712,0,1,male,40.0,0,0,26.55,S,Mr,Adult,1,C,0,26.55,3.3160025355989236,1,1
713,1,1,male,48.0,1,0,52.0,S,Mr,Adult,1,C,0,52.0,3.970291913552122,2,0
714,0,3,male,29.0,0,0,9.4833,S,Mr,Young Adult,0,Unknown,0,9.4833,2.3497835148230464,1,1
715,0,2,male,52.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
716,0,3,male,19.0,0,0,7.65,S,Mr,Young Adult,1,F,0,7.65,2.157559320943788,1,1
717,1,1,female,38.0,0,0,227.525,C,Miss,Adult,1,C,0,65.6344,5.4316456135398825,1,1
718,1,2,female,27.0,0,0,10.5,S,Miss,Young Adult,1,E,0,10.5,2.4423470353692043,1,1
719,0,3,male,26.0,0,0,15.5,Q,Mr,Young Adult,0,Unknown,0,15.5,2.803360380906535,1,1
720,0,3,male,33.0,0,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
721,1,2,female,6.0,0,1,33.0,S,Miss,Child,0,Unknown,0,33.0,3.5263605246161616,2,0
722,0,3,male,17.0,1,0,7.0542,S,Mr,Teen,0,Unknown,0,7.0542,2.086193694502369,2,0
723,0,2,male,34.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
724,0,2,male,50.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
725,1,1,male,27.0,1,0,53.1,S,Mr,Young Adult,1,E,0,53.1,3.9908341858524357,2,0
726,0,3,male,20.0,0,0,8.6625,S,Mr,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
727,1,2,female,30.0,3,0,21.0,S,Mrs,Young Adult,0,Unknown,0,21.0,3.091042453358316,4,0
728,1,3,female,18.0,0,0,7.7375,Q,Miss,Teen,0,Unknown,0,7.7375,2.1676241075599285,1,1
729,0,2,male,25.0,1,0,26.0,S,Mr,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
730,0,3,female,25.0,1,0,7.925,S,Miss,Young Adult,0,Unknown,0,7.925,2.188856327665703,2,0
731,1,1,female,29.0,0,0,211.3375,S,Miss,Young Adult,1,B,0,65.6344,5.35817698994543,1,1
732,0,3,male,11.0,0,0,18.7875,C,Mr,Child,0,Unknown,0,18.7875,2.9850504252071306,1,1
733,0,2,male,31.0,0,0,0.0,S,Mr,Young Adult,0,Unknown,1,0.0,0.0,1,1
